FID,Rock Name,Rock Type,Aquifer Name,Aquifer Code,Shape__Area,Shape__Length
449,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,3656663.438,9361.895525
457,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,5651034.883,10392.64811
458,Igneous and metamorphic-rock,600,Pacific Northwest Basaltic-rock Aquifers,610,42928036.25,31515.05472
462,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,2621368.281,9512.58248
463,Igneous and metamorphic-rock,600,Pacific Northwest Basaltic-rock Aquifers,610,3860450.359,10987.63381
464,Igneous and metamorphic-rock,600,Pacific Northwest Basaltic-rock Aquifers,610,310264351.3,104766.0676
466,Igneous and metamorphic-rock,600,Pacific Northwest Basaltic-rock Aquifers,610,2110239170,429478.9754
467,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,228454,1995.19643
470,Igneous and metamorphic-rock,600,Pacific Northwest Basaltic-rock Aquifers,610,443610.2813,3161.020456
473,Igneous and metamorphic-rock,600,Pacific Northwest Basaltic-rock Aquifers,610,4827401.617,13167.6903
475,Igneous and metamorphic-rock,600,Columbia Plateau Basaltic-rock Aquifers,607,90406319.66,41440.77598
482,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,101909.6641,1473.167962
486,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,4600766.969,13067.56826
494,Igneous and metamorphic-rock,600,Columbia Plateau Basaltic-rock Aquifers,607,154370840.8,67666.14666
501,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,133664.5703,1743.246086
505,Carbonate-rock,400,Silurian-devonian Aquifers,410,573041863.5,175850.9315
506,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,783079.2031,4767.829094
508,Unconsolidated sand and gravel,100,Northern Rocky Mountains Intermontane Basins Aquifer System,105,207397346.4,79379.14881
512,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,1092567.844,6580.398345
515,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,161871424.1,76712.0523
516,Unconsolidated sand and gravel,100,Columbia Plateau Basin-fill Aquifers,116,231043089.6,67537.25878
517,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,159059035.7,99516.8053
518,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,1810342.813,6278.442266
522,Carbonate-rock,400,Silurian-devonian Aquifers,410,40464485.81,47233.22121
523,Unconsolidated sand and gravel,100,Columbia Plateau Basin-fill Aquifers,116,223582107.4,68372.96128
524,Carbonate-rock,400,Silurian-devonian Aquifers,410,1691375.414,6347.836081
525,Carbonate-rock,400,Silurian-devonian Aquifers,410,8945694.566,14262.32368
526,Carbonate-rock,400,Silurian-devonian Aquifers,410,828668.9219,4794.707449
527,Carbonate-rock,400,Silurian-devonian Aquifers,410,849733.1406,3490.684585
528,Unconsolidated sand and gravel,100,Columbia Plateau Basin-fill Aquifers,116,138424472.4,77040.58018
529,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,53653997.07,41767.99771
533,Carbonate-rock,400,New York And New England Carbonate-rock Aquifers,416,127459087.9,61790.01818
534,Carbonate-rock,400,New York And New England Carbonate-rock Aquifers,416,9555145.379,11764.80071
535,Igneous and metamorphic-rock,600,Snake River Plain Basaltic-rock Aquifers,606,37954080.66,28504.0977
539,Sandstone,300,New York Sandstone Aquifers,309,8387757128,842932.5073
540,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,128319776.5,72769.87352
542,Sandstone and carbonate-rock,500,Paleozoic Aquifers,504,2238017766,495126.4123
546,Unconsolidated sand and gravel,100,Northern Rocky Mountains Intermontane Basins Aquifer System,105,108159222.8,68723.79868
547,Unconsolidated sand and gravel,100,Northern Rocky Mountains Intermontane Basins Aquifer System,105,40793622.59,57685.23981
555,Unconsolidated sand and gravel,100,Northern Rocky Mountains Intermontane Basins Aquifer System,105,601679777.4,185579.9004
556,Igneous and metamorphic-rock,600,Snake River Plain Basaltic-rock Aquifers,606,257277474,76782.53838
557,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,794882.9141,3408.196985
558,Unconsolidated sand and gravel,100,Basin And Range Basin-fill Aquifers,101,21547250.91,18669.20948
559,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,455978.8047,2558.637364
560,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,1196075.391,5884.273655
561,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,85673860.91,43556.93029
562,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,298654.5664,2133.722221
563,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,1575528.582,5093.848041
565,Unconsolidated sand and gravel,100,Basin And Range Basin-fill Aquifers,101,23421135.39,20053.92232
566,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,379985.0703,2425.029148
567,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,980246.1055,4124.615297
568,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,136408514.9,49594.17087
569,Sandstone and carbonate-rock,500,Valley And Ridge Carbonate-rock Aquifers,505,69556921.52,46433.44698
570,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,631477.6328,2973.838767
571,Unconsolidated sand and gravel,100,Basin And Range Basin-fill Aquifers,101,23206133.21,19448.72951
573,Unconsolidated sand and gravel,100,Basin And Range Basin-fill Aquifers,101,44308610.16,31723.34671
574,Semiconsolidated sand,200,Northern Atlantic Coastal Plain Aquifer System,205,1865646.578,7978.648073
576,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,126497190.1,59690.79919
577,Semiconsolidated sand,200,Coastal Lowlands Aquifer System,201,3065233.439,9285.857361
578,Semiconsolidated sand,200,Coastal Lowlands Aquifer System,201,5531497.408,10573.42765
579,Semiconsolidated sand,200,Coastal Lowlands Aquifer System,201,5002493.775,9980.701731
580,Semiconsolidated sand,200,Coastal Lowlands Aquifer System,201,612869.1055,2963.630785
581,Semiconsolidated sand,200,Coastal Lowlands Aquifer System,201,799284.666,3323.071221
582,Semiconsolidated sand,200,Coastal Lowlands Aquifer System,201,992992.4023,4316.221631
583,Semiconsolidated sand,200,Coastal Lowlands Aquifer System,201,42611191.73,79080.95237
584,Semiconsolidated sand,200,Coastal Lowlands Aquifer System,201,1788114.479,5147.312644
585,Semiconsolidated sand,200,Coastal Lowlands Aquifer System,201,2384965.428,6899.478513
586,Semiconsolidated sand,200,Coastal Lowlands Aquifer System,201,4034100.756,8811.664828
587,Semiconsolidated sand,200,Coastal Lowlands Aquifer System,201,11778107.2,25273.28422
588,Carbonate-rock,400,Floridan Aquifer System,413,533042.9902,2961.358463
589,Semiconsolidated sand,200,Coastal Lowlands Aquifer System,201,621092.3398,3124.099984
590,Carbonate-rock,400,Floridan Aquifer System,413,509073.5137,2929.112869
591,Semiconsolidated sand,200,Coastal Lowlands Aquifer System,201,6502206.215,13186.41724
592,Semiconsolidated sand,200,Coastal Lowlands Aquifer System,201,1864797.293,5947.683467
593,Semiconsolidated sand,200,Coastal Lowlands Aquifer System,201,4758688.197,11739.25115
594,Semiconsolidated sand,200,Coastal Lowlands Aquifer System,201,1274544.48,4331.271892
595,Semiconsolidated sand,200,Coastal Lowlands Aquifer System,201,747082.5547,3273.276953
596,Semiconsolidated sand,200,Coastal Lowlands Aquifer System,201,1017671.668,4265.39899
597,Semiconsolidated sand,200,Coastal Lowlands Aquifer System,201,591407.1406,2947.920096
598,Carbonate-rock,400,Silurian-devonian Aquifers,410,7720118.426,10801.48634
599,Carbonate-rock,400,Silurian-devonian Aquifers,410,1179925.777,4064.735642
600,Carbonate-rock,400,Silurian-devonian Aquifers,410,342973.1016,2654.015993
601,Carbonate-rock,400,Silurian-devonian Aquifers,410,843878.6953,3783.629137
603,Carbonate-rock,400,Silurian-devonian Aquifers,410,4018944.156,7859.960918
604,Carbonate-rock,400,Silurian-devonian Aquifers,410,424117.2305,2544.630452
605,Carbonate-rock,400,Silurian-devonian Aquifers,410,771646.4531,3595.659157
606,Carbonate-rock,400,Silurian-devonian Aquifers,410,1837551.637,5898.638514
607,Carbonate-rock,400,Silurian-devonian Aquifers,410,304132.957,2254.304673
608,Carbonate-rock,400,Silurian-devonian Aquifers,410,595438.9414,2868.150395
609,Carbonate-rock,400,Silurian-devonian Aquifers,410,2353523.598,6231.484863
610,Unconsolidated sand and gravel,100,Columbia Plateau Basin-fill Aquifers,116,167901309.1,80764.50261
611,Carbonate-rock,400,Silurian-devonian Aquifers,410,805934.2734,3313.097471
612,Carbonate-rock,400,Silurian-devonian Aquifers,410,992730.1875,3866.817236
613,Carbonate-rock,400,Silurian-devonian Aquifers,410,597972.3906,2936.259124
614,Carbonate-rock,400,Silurian-devonian Aquifers,410,941829.9219,3654.429133
615,Carbonate-rock,400,Silurian-devonian Aquifers,410,645562.2617,3031.735324
616,Carbonate-rock,400,Silurian-devonian Aquifers,410,1690433.684,5407.499227
617,Unconsolidated sand and gravel,100,Northern Rocky Mountains Intermontane Basins Aquifer System,105,55408513.63,33222.50699
620,Carbonate-rock,400,Silurian-devonian Aquifers,410,655800.0938,3075.845311
622,Unconsolidated sand and gravel,100,Columbia Plateau Basin-fill Aquifers,116,29816934.12,22138.62569
623,Igneous and metamorphic-rock,600,Columbia Plateau Basaltic-rock Aquifers,607,138547187.9,104454.6376
625,Unconsolidated sand and gravel,100,Columbia Plateau Basin-fill Aquifers,116,28019072.38,26145.44692
626,Unconsolidated sand and gravel,100,Columbia Plateau Basin-fill Aquifers,116,40657758.41,39234.00402
627,Igneous and metamorphic-rock,600,Pacific Northwest Basaltic-rock Aquifers,610,315447224.9,92652.084
628,Carbonate-rock,400,Silurian-devonian Aquifers,410,25871377.07,20176.66608
629,Igneous and metamorphic-rock,600,Pacific Northwest Basaltic-rock Aquifers,610,2.85698E+11,21280623.37
630,Sandstone,300,Lower Cretaceous Aquifers,304,273301835.9,74700.70965
631,Unconsolidated sand and gravel,100,Columbia Plateau Basin-fill Aquifers,116,28485316.35,20034.5794
632,Unconsolidated sand and gravel,100,Willamette Lowland Basin-fill Aquifers,115,1111723640,143078.5096
633,Carbonate-rock,400,Silurian-devonian Aquifers,410,1434330.156,4904.306401
634,Unconsolidated sand and gravel,100,Willamette Lowland Basin-fill Aquifers,115,17505597346,2993798.35
635,Unconsolidated sand and gravel,100,Columbia Plateau Basin-fill Aquifers,116,157321082.7,93201.37439
636,Unconsolidated sand and gravel,100,Northern Rocky Mountains Intermontane Basins Aquifer System,105,2731115080,338619.4395
637,Unconsolidated sand and gravel,100,Columbia Plateau Basin-fill Aquifers,116,192768407.3,58137.63635
638,Unconsolidated sand and gravel,100,Willamette Lowland Basin-fill Aquifers,115,930112.9141,4422.8917
639,Carbonate-rock,400,Silurian-devonian Aquifers,410,978121.9844,3740.239667
640,Unconsolidated sand and gravel,100,Willamette Lowland Basin-fill Aquifers,115,160712.8672,1897.896623
641,Carbonate-rock,400,Silurian-devonian Aquifers,410,887945.2305,3597.693656
642,Carbonate-rock,400,Silurian-devonian Aquifers,410,3191188.855,7771.376901
643,Unconsolidated sand and gravel,100,Columbia Plateau Basin-fill Aquifers,116,348390417.3,121233.0329
644,Carbonate-rock,400,Silurian-devonian Aquifers,410,37296795.17,38293.41577
646,Igneous and metamorphic-rock,600,Columbia Plateau Basaltic-rock Aquifers,607,47982704.3,32333.39647
647,Carbonate-rock,400,Silurian-devonian Aquifers,410,201356267.6,73507.0994
648,Carbonate-rock,400,Silurian-devonian Aquifers,410,18859956.29,23471.97455
649,Carbonate-rock,400,Silurian-devonian Aquifers,410,528490.9336,2720.515712
650,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,214998736.3,119649.5958
651,Carbonate-rock,400,Silurian-devonian Aquifers,410,811899.4023,3431.912417
652,Carbonate-rock,400,Silurian-devonian Aquifers,410,10819480123,846902.9235
653,Carbonate-rock,400,Silurian-devonian Aquifers,410,1169933.801,4040.266549
654,Carbonate-rock,400,Silurian-devonian Aquifers,410,1664722.785,5213.678879
655,Carbonate-rock,400,Silurian-devonian Aquifers,410,1340919.156,4471.188301
656,Carbonate-rock,400,Silurian-devonian Aquifers,410,943422.9727,3682.16885
657,Unconsolidated sand and gravel,100,Columbia Plateau Basin-fill Aquifers,116,84549131.64,34172.68216
658,Unconsolidated sand and gravel,100,Columbia Plateau Basin-fill Aquifers,116,56419505,60158.86426
659,Carbonate-rock,400,Silurian-devonian Aquifers,410,315199925.3,86892.40027
661,Unconsolidated sand and gravel,100,Columbia Plateau Basin-fill Aquifers,116,81565613.03,36165.12371
662,Carbonate-rock,400,Silurian-devonian Aquifers,410,947593.1016,3910.526307
663,Carbonate-rock,400,Silurian-devonian Aquifers,410,30665585.09,26610.92943
664,Carbonate-rock,400,Silurian-devonian Aquifers,410,892797.6367,3530.96462
665,Igneous and metamorphic-rock,600,Pacific Northwest Basaltic-rock Aquifers,610,76292045.99,39511.09807
666,Unconsolidated sand and gravel,100,Columbia Plateau Basin-fill Aquifers,116,649518388.4,140425.6684
668,Carbonate-rock,400,Silurian-devonian Aquifers,410,2619018.234,7631.023156
669,Sandstone,300,Lower Tertiary Aquifers,314,21923371915,973883.1548
670,Unconsolidated sand and gravel,100,Columbia Plateau Basin-fill Aquifers,116,573900881.3,112568.8176
671,Carbonate-rock,400,Silurian-devonian Aquifers,410,708368.5039,3101.405911
672,Unconsolidated sand and gravel,100,Columbia Plateau Basin-fill Aquifers,116,103487822.6,46612.83643
673,Sandstone,300,Lower Cretaceous Aquifers,304,20474060332,1352101.205
674,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,40785149.28,25236.15502
675,Unconsolidated sand and gravel,100,Columbia Plateau Basin-fill Aquifers,116,2430242108,628868.8271
676,Igneous and metamorphic-rock,600,Pacific Northwest Basaltic-rock Aquifers,610,56603216.86,32569.03151
677,Unconsolidated sand and gravel,100,Willamette Lowland Basin-fill Aquifers,115,105777537.8,48711.18127
678,Igneous and metamorphic-rock,600,Pacific Northwest Basaltic-rock Aquifers,610,97430057.64,52216.30771
679,Unconsolidated sand and gravel,100,Willamette Lowland Basin-fill Aquifers,115,8655088.461,19332.46312
680,Unconsolidated sand and gravel,100,Columbia Plateau Basin-fill Aquifers,116,54813177.56,30134.37408
681,Unconsolidated sand and gravel,100,Columbia Plateau Basin-fill Aquifers,116,786809581.1,275376.8347
682,Unconsolidated sand and gravel,100,Columbia Plateau Basin-fill Aquifers,116,65682900.66,36469.83877
683,Unconsolidated sand and gravel,100,Columbia Plateau Basin-fill Aquifers,116,52134265.85,31693.44733
684,Carbonate-rock,400,Silurian-devonian Aquifers,410,4497613.172,10489.77451
685,Carbonate-rock,400,Silurian-devonian Aquifers,410,954552.5234,3609.766497
686,Unconsolidated sand and gravel,100,Columbia Plateau Basin-fill Aquifers,116,1270105229,200598.1864
687,Unconsolidated sand and gravel,100,Willamette Lowland Basin-fill Aquifers,115,29932484.16,30407.92512
688,Unconsolidated sand and gravel,100,Willamette Lowland Basin-fill Aquifers,115,11623233.23,26349.90301
689,Carbonate-rock,400,Silurian-devonian Aquifers,410,18149210.88,18490.15844
691,Unconsolidated sand and gravel,100,Willamette Lowland Basin-fill Aquifers,115,1207124.117,6631.483014
692,Unconsolidated sand and gravel,100,Northern Rocky Mountains Intermontane Basins Aquifer System,105,41988834.29,36072.25985
693,Unconsolidated sand and gravel,100,Willamette Lowland Basin-fill Aquifers,115,3565146.734,11980.41701
694,Sandstone,300,Lower Cretaceous Aquifers,304,654634723.1,295685.9495
696,Unconsolidated sand and gravel,100,Columbia Plateau Basin-fill Aquifers,116,181622523.5,94967.05655
697,Unconsolidated sand and gravel,100,Columbia Plateau Basin-fill Aquifers,116,108621353.9,47331.57139
698,Igneous and metamorphic-rock,600,Columbia Plateau Basaltic-rock Aquifers,607,24935060.13,24792.1638
699,Carbonate-rock,400,Silurian-devonian Aquifers,410,2660273.516,6106.691055
700,Unconsolidated sand and gravel,100,Northern Rocky Mountains Intermontane Basins Aquifer System,105,441698785.6,135705.8357
701,Carbonate-rock,400,Silurian-devonian Aquifers,410,759258.7891,3276.679713
703,Carbonate-rock,400,Silurian-devonian Aquifers,410,551697.3594,2754.038013
704,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,748340553.8,203390.7737
705,Unconsolidated sand and gravel,100,Northern Rocky Mountains Intermontane Basins Aquifer System,105,1818959910,309409.398
706,Igneous and metamorphic-rock,600,Pacific Northwest Basaltic-rock Aquifers,610,169422915.2,54171.98736
707,Carbonate-rock,400,Silurian-devonian Aquifers,410,11282855.81,14085.0519
708,Carbonate-rock,400,Silurian-devonian Aquifers,410,916905.2891,3662.148859
709,Igneous and metamorphic-rock,600,Columbia Plateau Basaltic-rock Aquifers,607,23728965.73,28362.09207
