FID,REF_ID_COD,MAP_UNIT_L,MAP_UNIT_N,G_MRG_U_L,GEO_GENL_U,AGE_NAME,TERRANE_GR,FORMATION,MEMBER,UNIT,G_ROCK_TYP,LITH_M_U_L,LITH_GEN_U,LTH_RK_TYP,LAYERING,CR_GRN_SIZ,GETEC_PROP,GN_LITH_TY,ArcJoinKey,MapUnitPK,DataSource,IDConf,Shape_Leng,Shape_Area
73,AchJA1991,Ts,Sandstone and siltstone,vlc.M.nvr.ms.nd.nd.mix,volcaniclastic rocks,Miocene,Neogene volcanic rocks,Mascall Formation,No data,no data,mixed lithologies,srx.SDS_STS.Lnd.Gslt.End,sedimentary rocks,sandstone/siltstone,no data,silt grains,no data,volcanic,AchJA1991Ts,8398,1,99,11271.86318,3263564.919
74,AchJA1991,Tdc,Devine Canyon Ash-flow Tuff,vlc.M.hbv.dv.nd.nd.aft,volcaniclastic rocks,Miocene,Harney Basin Volcanic Field,Devine Canyon Welded Ashflow Tuff,No data,no data,ashflow tuff,vlc.TFF.Lma.Gnd.End,volcaniclastic rocks,tuff,massive,no data,no data,volcanic,AchJA1991Tdc,8395,1,99,915.4496305,58108.4167
75,AchJA1991,Tts,Tuffaceous sedimentary rocks,vlc.M.nvr.ms.nd.nd.mix,volcaniclastic rocks,Miocene,Neogene volcanic rocks,Mascall Formation,No data,no data,mixed lithologies,srx.SDS_STS.Lnd.Gsd.End,sedimentary rocks,sandstone/siltstone,no data,some data grains,no data,volcanic,AchJA1991Tts,8399,1,99,38160.9825,7027174.628
76,AchJA1991,Tdc,Devine Canyon Ash-flow Tuff,vlc.M.hbv.dv.nd.nd.aft,volcaniclastic rocks,Miocene,Harney Basin Volcanic Field,Devine Canyon Welded Ashflow Tuff,No data,no data,ashflow tuff,vlc.TFF.Lma.Gnd.End,volcaniclastic rocks,tuff,massive,no data,no data,volcanic,AchJA1991Tdc,8395,1,99,3566.780428,761960.7799
77,AchJA1991,Tr,Rattlesnake Ash-flow Tuff,vlc.M.hbv.rt.nd.nd.aft,volcaniclastic rocks,Miocene,Harney Basin Volcanic Field,Rattlesnake Ashflow Tuff,No data,no data,ashflow tuff,vlc.TFF.Lnd.Gnd.End,volcaniclastic rocks,tuff,no data,no data,no data,volcanic,AchJA1991Tr,8397,1,99,2461.495278,346943.0327
78,AchJA1991,Tr,Rattlesnake Ash-flow Tuff,vlc.M.hbv.rt.nd.nd.aft,volcaniclastic rocks,Miocene,Harney Basin Volcanic Field,Rattlesnake Ashflow Tuff,No data,no data,ashflow tuff,vlc.TFF.Lnd.Gnd.End,volcaniclastic rocks,tuff,no data,no data,no data,volcanic,AchJA1991Tr,8397,1,99,20194.13159,9924766.461
79,AchJA1991,Ts,Sandstone and siltstone,vlc.M.nvr.ms.nd.nd.mix,volcaniclastic rocks,Miocene,Neogene volcanic rocks,Mascall Formation,No data,no data,mixed lithologies,srx.SDS_STS.Lnd.Gslt.End,sedimentary rocks,sandstone/siltstone,no data,silt grains,no data,volcanic,AchJA1991Ts,8398,1,99,12765.39787,2914589.954
80,AchJA1991,Ts,Sandstone and siltstone,vlc.M.nvr.ms.nd.nd.mix,volcaniclastic rocks,Miocene,Neogene volcanic rocks,Mascall Formation,No data,no data,mixed lithologies,srx.SDS_STS.Lnd.Gslt.End,sedimentary rocks,sandstone/siltstone,no data,silt grains,no data,volcanic,AchJA1991Ts,8398,1,99,31004.10071,15385855.45
81,AchJA1991,Ts,Sandstone and siltstone,vlc.M.nvr.ms.nd.nd.mix,volcaniclastic rocks,Miocene,Neogene volcanic rocks,Mascall Formation,No data,no data,mixed lithologies,srx.SDS_STS.Lnd.Gslt.End,sedimentary rocks,sandstone/siltstone,no data,silt grains,no data,volcanic,AchJA1991Ts,8398,1,99,36667.12889,9513638.626
82,AchJA1991,Ts,Sandstone and siltstone,vlc.M.nvr.ms.nd.nd.mix,volcaniclastic rocks,Miocene,Neogene volcanic rocks,Mascall Formation,No data,no data,mixed lithologies,srx.SDS_STS.Lnd.Gslt.End,sedimentary rocks,sandstone/siltstone,no data,silt grains,no data,volcanic,AchJA1991Ts,8398,1,99,2139.96853,115485.3712
83,AchJA1991,Tdc,Devine Canyon Ash-flow Tuff,vlc.M.hbv.dv.nd.nd.aft,volcaniclastic rocks,Miocene,Harney Basin Volcanic Field,Devine Canyon Welded Ashflow Tuff,No data,no data,ashflow tuff,vlc.TFF.Lma.Gnd.End,volcaniclastic rocks,tuff,massive,no data,no data,volcanic,AchJA1991Tdc,8395,1,99,6713.477033,2068259.857
84,AchJA1991,Tba,Basalt and (or) basaltic andesite flow,vol.M.nvr.nd.nd.nd.bas,volcanic rocks,Miocene,Neogene volcanic rocks,No data,No data,no data,basalt,flw.BAS_BND.Lnd.Cnd.End,lava flows,basalt/basaltic andesite,no data,no data,no data,volcanic,AchJA1991Tba,8393,1,99,2187.308588,218974.0552
85,AchJA1991,Tr,Rattlesnake Ash-flow Tuff,vlc.M.hbv.rt.nd.nd.aft,volcaniclastic rocks,Miocene,Harney Basin Volcanic Field,Rattlesnake Ashflow Tuff,No data,no data,ashflow tuff,vlc.TFF.Lnd.Gnd.End,volcaniclastic rocks,tuff,no data,no data,no data,volcanic,AchJA1991Tr,8397,1,99,2489.655399,180806.2385
86,AchJA1991,Tr,Rattlesnake Ash-flow Tuff,vlc.M.hbv.rt.nd.nd.aft,volcaniclastic rocks,Miocene,Harney Basin Volcanic Field,Rattlesnake Ashflow Tuff,No data,no data,ashflow tuff,vlc.TFF.Lnd.Gnd.End,volcaniclastic rocks,tuff,no data,no data,no data,volcanic,AchJA1991Tr,8397,1,99,12430.77483,4670791.201
87,AchJA1991,Tr,Rattlesnake Ash-flow Tuff,vlc.M.hbv.rt.nd.nd.aft,volcaniclastic rocks,Miocene,Harney Basin Volcanic Field,Rattlesnake Ashflow Tuff,No data,no data,ashflow tuff,vlc.TFF.Lnd.Gnd.End,volcaniclastic rocks,tuff,no data,no data,no data,volcanic,AchJA1991Tr,8397,1,99,1901.968553,184067.701
88,AchJA1991,QTg,Pediment gravels,sed.TQ.nsr.ter.nd.nd.mix,sediments,Tertiary/Quaternary,Neogene sedimentary rocks,Terrace deposits,No data,no data,mixed grained sediments,unc.FLV.Lnd.Ggvl.End,unconsolidated rocks,fluvial,no data,gravel grains,no data,surficial sediments,AchJA1991QTg,8391,1,99,6484.214484,2471319.447
89,AchJA1991,Tr,Rattlesnake Ash-flow Tuff,vlc.M.hbv.rt.nd.nd.aft,volcaniclastic rocks,Miocene,Harney Basin Volcanic Field,Rattlesnake Ashflow Tuff,No data,no data,ashflow tuff,vlc.TFF.Lnd.Gnd.End,volcaniclastic rocks,tuff,no data,no data,no data,volcanic,AchJA1991Tr,8397,1,99,4786.857756,318627.9739
90,AchJA1991,Tba,Basalt and (or) basaltic andesite flow,vol.M.nvr.nd.nd.nd.bas,volcanic rocks,Miocene,Neogene volcanic rocks,No data,No data,no data,basalt,flw.BAS_BND.Lnd.Cnd.End,lava flows,basalt/basaltic andesite,no data,no data,no data,volcanic,AchJA1991Tba,8393,1,99,3521.370049,575630.7593
91,AchJA1991,Tdc,Devine Canyon Ash-flow Tuff,vlc.M.hbv.dv.nd.nd.aft,volcaniclastic rocks,Miocene,Harney Basin Volcanic Field,Devine Canyon Welded Ashflow Tuff,No data,no data,ashflow tuff,vlc.TFF.Lma.Gnd.End,volcaniclastic rocks,tuff,massive,no data,no data,volcanic,AchJA1991Tdc,8395,1,99,1331.249683,128753.4108
92,AchJA1991,Tts,Tuffaceous sedimentary rocks,vlc.M.nvr.ms.nd.nd.mix,volcaniclastic rocks,Miocene,Neogene volcanic rocks,Mascall Formation,No data,no data,mixed lithologies,srx.SDS_STS.Lnd.Gsd.End,sedimentary rocks,sandstone/siltstone,no data,some data grains,no data,volcanic,AchJA1991Tts,8399,1,99,12858.81742,2887805.139
93,AchJA1991,Tr,Rattlesnake Ash-flow Tuff,vlc.M.hbv.rt.nd.nd.aft,volcaniclastic rocks,Miocene,Harney Basin Volcanic Field,Rattlesnake Ashflow Tuff,No data,no data,ashflow tuff,vlc.TFF.Lnd.Gnd.End,volcaniclastic rocks,tuff,no data,no data,no data,volcanic,AchJA1991Tr,8397,1,99,1072.127593,84168.84638
94,AchJA1991,Ts,Sandstone and siltstone,vlc.M.nvr.ms.nd.nd.mix,volcaniclastic rocks,Miocene,Neogene volcanic rocks,Mascall Formation,No data,no data,mixed lithologies,srx.SDS_STS.Lnd.Gslt.End,sedimentary rocks,sandstone/siltstone,no data,silt grains,no data,volcanic,AchJA1991Ts,8398,1,99,8848.602511,1179290.491
95,AchJA1991,Tr,Rattlesnake Ash-flow Tuff,vlc.M.hbv.rt.nd.nd.aft,volcaniclastic rocks,Miocene,Harney Basin Volcanic Field,Rattlesnake Ashflow Tuff,No data,no data,ashflow tuff,vlc.TFF.Lnd.Gnd.End,volcaniclastic rocks,tuff,no data,no data,no data,volcanic,AchJA1991Tr,8397,1,99,1561.99262,162537.6663
96,AchJA1991,Tr,Rattlesnake Ash-flow Tuff,vlc.M.hbv.rt.nd.nd.aft,volcaniclastic rocks,Miocene,Harney Basin Volcanic Field,Rattlesnake Ashflow Tuff,No data,no data,ashflow tuff,vlc.TFF.Lnd.Gnd.End,volcaniclastic rocks,tuff,no data,no data,no data,volcanic,AchJA1991Tr,8397,1,99,12807.82708,5277862.606
97,AchJA1991,Tpg,Picture Gorge Basalt,vol.M.cr.pg.nd.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Picture Gorge Basalt,No data,no data,basalt,flw.BAS.Lnd.Cvf_f.Efrcjnt,lava flows,basalt,no data,very fine to fine crystals,fractured/jointed,volcanic,AchJA1991Tpg,8396,1,99,7440.657939,1525377.088
98,AchJA1991,Tr,Rattlesnake Ash-flow Tuff,vlc.M.hbv.rt.nd.nd.aft,volcaniclastic rocks,Miocene,Harney Basin Volcanic Field,Rattlesnake Ashflow Tuff,No data,no data,ashflow tuff,vlc.TFF.Lnd.Gnd.End,volcaniclastic rocks,tuff,no data,no data,no data,volcanic,AchJA1991Tr,8397,1,99,3207.648466,455920.0559
99,AchJA1991,Tpg,Picture Gorge Basalt,vol.M.cr.pg.nd.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Picture Gorge Basalt,No data,no data,basalt,flw.BAS.Lnd.Cvf_f.Efrcjnt,lava flows,basalt,no data,very fine to fine crystals,fractured/jointed,volcanic,AchJA1991Tpg,8396,1,99,13496.26028,3820372.709
100,BingNJ1984,Qt,talus deposits,sed.Q.qsd.col.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Colluvial deposits,No data,no data,mixed grained sediments,unc.GRV.Lnd.Gnd.End,unconsolidated rocks,gravity,no data,no data,no data,surficial sediments,BingNJ1984Qt,8469,24,99,46593.75966,40981600.65
101,BingNJ1984,Tob,Olivine basalt,vol.MP.nvr.nd.nd.nd.bas,volcanic rocks,Miocene/Pliocene,Neogene volcanic rocks,No data,No data,no data,basalt,flw.BAS.Lnd.Cnd.End,lava flows,basalt,no data,no data,no data,volcanic,BingNJ1984Tob,8478,24,99,17576.57982,11881174.07
102,BingNJ1984,Qal,stream alluvium,sed.Q.qsd.al.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,no data,mixed grained sediments,unc.FLV.Lnd.Gnd.End,unconsolidated rocks,fluvial,no data,no data,no data,surficial sediments,BingNJ1984Qal,8467,24,99,5661.989513,885516.1141
103,BingNJ1984,Tcu,upper member,vol.EO.jdcl.cl.nd.nd.and,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,andesite,flw.AND.Lnd.Cvf.Efrcjnt,lava flows,andesite,no data,very fine crystals,fractured/jointed,volcanic,BingNJ1984Tcu,8475,24,99,145514.2894,218864771.7
104,BingNJ1984,Tw,Welded ash-flow tuff,vlc.EO.jdcl.jd.nd.nd.aft,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,ashflow tuff,vlc.TFW.Lnd.Gmix.Ejnt,volcaniclastic rocks,welded tuff,no data,mixed grains,jointed,volcanic,BingNJ1984Tw,8479,24,99,3863.771326,974293.9664
105,BingNJ1984,Tcl,lower member,vol.EO.jdcl.cl.nd.nd.fel,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,felsic composition lithologies,flw.AND_RYD.Lnd.Cmix.Ejnt,lava flows,andesite/rhyodacite,no data,mixed crystals,jointed,volcanic,BingNJ1984Tcl,8472,24,99,3701.326956,258089.9807
106,BingNJ1984,Tob,Olivine basalt,vol.MP.nvr.nd.nd.nd.bas,volcanic rocks,Miocene/Pliocene,Neogene volcanic rocks,No data,No data,no data,basalt,flw.BAS.Lnd.Cnd.End,lava flows,basalt,no data,no data,no data,volcanic,BingNJ1984Tob,8478,24,99,2578.624551,429595.8347
107,BingNJ1984,Tw,Welded ash-flow tuff,vlc.EO.jdcl.jd.nd.nd.aft,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,ashflow tuff,vlc.TFW.Lnd.Gmix.Ejnt,volcaniclastic rocks,welded tuff,no data,mixed grains,jointed,volcanic,BingNJ1984Tw,8479,24,99,3400.711013,798379.5518
108,BingNJ1984,Tcl,lower member,vol.EO.jdcl.cl.nd.nd.fel,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,felsic composition lithologies,flw.AND_RYD.Lnd.Cmix.Ejnt,lava flows,andesite/rhyodacite,no data,mixed crystals,jointed,volcanic,BingNJ1984Tcl,8472,24,99,33576.07791,36170429.13
109,BingNJ1984,Tcl,lower member,vol.EO.jdcl.cl.nd.nd.fel,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,felsic composition lithologies,flw.AND_RYD.Lnd.Cmix.Ejnt,lava flows,andesite/rhyodacite,no data,mixed crystals,jointed,volcanic,BingNJ1984Tcl,8472,24,99,7105.731004,1956181.873
110,BingNJ1984,Tcl,lower member,vol.EO.jdcl.cl.nd.nd.fel,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,felsic composition lithologies,flw.AND_RYD.Lnd.Cmix.Ejnt,lava flows,andesite/rhyodacite,no data,mixed crystals,jointed,volcanic,BingNJ1984Tcl,8472,24,99,834.7770128,47020.36978
111,BingNJ1984,Tcu,upper member,vol.EO.jdcl.cl.nd.nd.and,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,andesite,flw.AND.Lnd.Cvf.Efrcjnt,lava flows,andesite,no data,very fine crystals,fractured/jointed,volcanic,BingNJ1984Tcu,8475,24,99,3056.995244,344240.2588
112,BingNJ1984,Tob,Olivine basalt,vol.MP.nvr.nd.nd.nd.bas,volcanic rocks,Miocene/Pliocene,Neogene volcanic rocks,No data,No data,no data,basalt,flw.BAS.Lnd.Cnd.End,lava flows,basalt,no data,no data,no data,volcanic,BingNJ1984Tob,8478,24,99,2186.448884,330882.7586
113,BingNJ1984,Tcd,domes and associated flows of porphyritic hornblende-bearing dacite,vol.EO.jdcl.cl.nd.nd.dac,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,dacite,flw.DAC.Lflb.Cmix.Ejnt,lava flows,dacite,flow banded,mixed crystals,jointed,volcanic,BingNJ1984Tcd,8470,24,99,4071.540692,801234.9762
114,BingNJ1984,Qal,stream alluvium,sed.Q.qsd.al.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,no data,mixed grained sediments,unc.FLV.Lnd.Gnd.End,unconsolidated rocks,fluvial,no data,no data,no data,surficial sediments,BingNJ1984Qal,8467,24,99,163929.8528,77954226.46
115,BingNJ1984,Tcr,domes and flows of aphanitic rhyodacite,vol.EO.jdcl.cl.nd.nd.rhy,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,rhyolite,flw.RYD.Lflbplt.Cvf.End,lava flows,rhyodacite,flow banded/platy,very fine crystals,no data,volcanic,BingNJ1984Tcr,8474,24,99,31229.62287,13804558.27
116,BingNJ1984,Tcu,upper member,vol.EO.jdcl.cl.nd.nd.and,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,andesite,flw.AND.Lnd.Cvf.Efrcjnt,lava flows,andesite,no data,very fine crystals,fractured/jointed,volcanic,BingNJ1984Tcu,8475,24,99,6434.581996,2525511.785
117,BingNJ1984,Tcd,domes and associated flows of porphyritic hornblende-bearing dacite,vol.EO.jdcl.cl.nd.nd.dac,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,dacite,flw.DAC.Lflb.Cmix.Ejnt,lava flows,dacite,flow banded,mixed crystals,jointed,volcanic,BingNJ1984Tcd,8470,24,99,3025.881146,493776.708
118,BingNJ1984,Tcd,domes and associated flows of porphyritic hornblende-bearing dacite,vol.EO.jdcl.cl.nd.nd.dac,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,dacite,flw.DAC.Lflb.Cmix.Ejnt,lava flows,dacite,flow banded,mixed crystals,jointed,volcanic,BingNJ1984Tcd,8470,24,99,10833.84724,5979285.155
119,BingNJ1984,Tcd,domes and associated flows of porphyritic hornblende-bearing dacite,vol.EO.jdcl.cl.nd.nd.dac,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,dacite,flw.DAC.Lflb.Cmix.Ejnt,lava flows,dacite,flow banded,mixed crystals,jointed,volcanic,BingNJ1984Tcd,8470,24,99,2174.856962,314437.0688
120,BingNJ1984,Tcr,domes and flows of aphanitic rhyodacite,vol.EO.jdcl.cl.nd.nd.rhy,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,rhyolite,flw.RYD.Lflbplt.Cvf.End,lava flows,rhyodacite,flow banded/platy,very fine crystals,no data,volcanic,BingNJ1984Tcr,8474,24,99,6635.651488,952089.0045
121,BingNJ1984,Tcu,upper member,vol.EO.jdcl.cl.nd.nd.and,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,andesite,flw.AND.Lnd.Cvf.Efrcjnt,lava flows,andesite,no data,very fine crystals,fractured/jointed,volcanic,BingNJ1984Tcu,8475,24,99,9674.813456,1921544.892
122,BingNJ1984,Tcd,domes and associated flows of porphyritic hornblende-bearing dacite,vol.EO.jdcl.cl.nd.nd.dac,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,dacite,flw.DAC.Lflb.Cmix.Ejnt,lava flows,dacite,flow banded,mixed crystals,jointed,volcanic,BingNJ1984Tcd,8470,24,99,2537.627674,414351.2117
123,BingNJ1984,Tcd,domes and associated flows of porphyritic hornblende-bearing dacite,vol.EO.jdcl.cl.nd.nd.dac,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,dacite,flw.DAC.Lflb.Cmix.Ejnt,lava flows,dacite,flow banded,mixed crystals,jointed,volcanic,BingNJ1984Tcd,8470,24,99,859.180997,48797.07558
124,BingNJ1984,Tcd,domes and associated flows of porphyritic hornblende-bearing dacite,vol.EO.jdcl.cl.nd.nd.dac,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,dacite,flw.DAC.Lflb.Cmix.Ejnt,lava flows,dacite,flow banded,mixed crystals,jointed,volcanic,BingNJ1984Tcd,8470,24,99,17422.59943,11294406.89
125,BingNJ1984,Tcr,domes and flows of aphanitic rhyodacite,vol.EO.jdcl.cl.nd.nd.rhy,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,rhyolite,flw.RYD.Lflbplt.Cvf.End,lava flows,rhyodacite,flow banded/platy,very fine crystals,no data,volcanic,BingNJ1984Tcr,8474,24,99,2705.222454,511997.037
126,BingNJ1984,Tcd,domes and associated flows of porphyritic hornblende-bearing dacite,vol.EO.jdcl.cl.nd.nd.dac,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,dacite,flw.DAC.Lflb.Cmix.Ejnt,lava flows,dacite,flow banded,mixed crystals,jointed,volcanic,BingNJ1984Tcd,8470,24,99,13040.71044,6491992.466
127,BingNJ1984,Tcd,domes and associated flows of porphyritic hornblende-bearing dacite,vol.EO.jdcl.cl.nd.nd.dac,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,dacite,flw.DAC.Lflb.Cmix.Ejnt,lava flows,dacite,flow banded,mixed crystals,jointed,volcanic,BingNJ1984Tcd,8470,24,99,28963.49988,20165052.15
128,BingNJ1984,Tcd,domes and associated flows of porphyritic hornblende-bearing dacite,vol.EO.jdcl.cl.nd.nd.dac,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,dacite,flw.DAC.Lflb.Cmix.Ejnt,lava flows,dacite,flow banded,mixed crystals,jointed,volcanic,BingNJ1984Tcd,8470,24,99,16085.2597,11364402.76
129,BingNJ1984,Tcu,upper member,vol.EO.jdcl.cl.nd.nd.and,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,andesite,flw.AND.Lnd.Cvf.Efrcjnt,lava flows,andesite,no data,very fine crystals,fractured/jointed,volcanic,BingNJ1984Tcu,8475,24,99,1600.789143,187344.1953
130,BingNJ1984,Tcu,upper member,vol.EO.jdcl.cl.nd.nd.and,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,andesite,flw.AND.Lnd.Cvf.Efrcjnt,lava flows,andesite,no data,very fine crystals,fractured/jointed,volcanic,BingNJ1984Tcu,8475,24,99,94422.5714,283742824.5
131,BingNJ1984,Tcu,upper member,vol.EO.jdcl.cl.nd.nd.and,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,andesite,flw.AND.Lnd.Cvf.Efrcjnt,lava flows,andesite,no data,very fine crystals,fractured/jointed,volcanic,BingNJ1984Tcu,8475,24,99,9301.920641,3017395.628
132,BingNJ1984,Tcmi,intrusive dikes of mafic composition,intr.EO.jdcl.cl.nd.nd.maf,intrusive rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,mafic composition lithologies,intr.MAF.Lnd.Cmix.Ejnt,intrusive rocks,mafic,no data,mixed crystals,jointed,plutonic,BingNJ1984Tcmi,8473,24,99,770.3767985,32433.60772
133,BingNJ1984,Tcd,domes and associated flows of porphyritic hornblende-bearing dacite,vol.EO.jdcl.cl.nd.nd.dac,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,dacite,flw.DAC.Lflb.Cmix.Ejnt,lava flows,dacite,flow banded,mixed crystals,jointed,volcanic,BingNJ1984Tcd,8470,24,99,9638.003334,4585506.962
134,BingNJ1984,Tcd,domes and associated flows of porphyritic hornblende-bearing dacite,vol.EO.jdcl.cl.nd.nd.dac,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,dacite,flw.DAC.Lflb.Cmix.Ejnt,lava flows,dacite,flow banded,mixed crystals,jointed,volcanic,BingNJ1984Tcd,8470,24,99,1332.933158,108276.3454
135,BingNJ1984,Tcd,domes and associated flows of porphyritic hornblende-bearing dacite,vol.EO.jdcl.cl.nd.nd.dac,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,dacite,flw.DAC.Lflb.Cmix.Ejnt,lava flows,dacite,flow banded,mixed crystals,jointed,volcanic,BingNJ1984Tcd,8470,24,99,5503.074871,1532601.778
136,BingNJ1984,Tcdi,intrusive bodies of honblende-bearing dacite,intr.EO.jdcl.cl.nd.nd.dac,intrusive rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,dacite,iv.BXA_DAC.Lnd.CGsd.Esd,intrusive/volcanic rocks,breccia/dacite,no data,some data crystals/grains,some data,plutonic,BingNJ1984Tcdi,8471,24,99,4494.55759,216083.5151
137,BingNJ1984,Tcd,domes and associated flows of porphyritic hornblende-bearing dacite,vol.EO.jdcl.cl.nd.nd.dac,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,dacite,flw.DAC.Lflb.Cmix.Ejnt,lava flows,dacite,flow banded,mixed crystals,jointed,volcanic,BingNJ1984Tcd,8470,24,99,5144.514104,1238950.057
138,BingNJ1984,Tcdi,intrusive bodies of honblende-bearing dacite,intr.EO.jdcl.cl.nd.nd.dac,intrusive rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,dacite,iv.BXA_DAC.Lnd.CGsd.Esd,intrusive/volcanic rocks,breccia/dacite,no data,some data crystals/grains,some data,plutonic,BingNJ1984Tcdi,8471,24,99,8749.350907,445734.5025
139,BingNJ1984,Tcdi,intrusive bodies of honblende-bearing dacite,intr.EO.jdcl.cl.nd.nd.dac,intrusive rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,dacite,iv.BXA_DAC.Lnd.CGsd.Esd,intrusive/volcanic rocks,breccia/dacite,no data,some data crystals/grains,some data,plutonic,BingNJ1984Tcdi,8471,24,99,721.2805153,24345.30798
140,BingNJ1984,Tcd,domes and associated flows of porphyritic hornblende-bearing dacite,vol.EO.jdcl.cl.nd.nd.dac,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,dacite,flw.DAC.Lflb.Cmix.Ejnt,lava flows,dacite,flow banded,mixed crystals,jointed,volcanic,BingNJ1984Tcd,8470,24,99,3103.74718,559098.3625
141,BingNJ1984,Tcmi,intrusive dikes of mafic composition,intr.EO.jdcl.cl.nd.nd.maf,intrusive rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,mafic composition lithologies,intr.MAF.Lnd.Cmix.Ejnt,intrusive rocks,mafic,no data,mixed crystals,jointed,plutonic,BingNJ1984Tcmi,8473,24,99,1929.491217,72694.31884
142,BingNJ1984,Tcu,upper member,vol.EO.jdcl.cl.nd.nd.and,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,andesite,flw.AND.Lnd.Cvf.Efrcjnt,lava flows,andesite,no data,very fine crystals,fractured/jointed,volcanic,BingNJ1984Tcu,8475,24,99,603.2056231,18393.72171
143,BingNJ1984,Qf,alluvial fan and slopewash deposits,sed.Q.qsd.fan.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Alluvial fan deposits,No data,no data,mixed grained sediments,unc.FLV.Lnd.Gsnd_bou.End,unconsolidated rocks,fluvial,no data,sand to boulder grains,no data,surficial sediments,BingNJ1984Qf,8468,24,99,8536.528361,2315656.453
